#ProteinA	ProteinB	PDB_Code	evidence
Q41038	Q41385	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
Q41038	Q41385	2O01	MI:0114  x-ray crystallography
Q41038	Q84U30	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
Q41038	Q9S831	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
Q41038	Q9S831	2O01	MI:0114  x-ray crystallography
Q41038	Q9SQL2	2o01,2wsc,2wse,2wsf,3lw5	MI:0114  x-ray crystallography
Q41038	Q9SQL2	2O01	MI:0114  x-ray crystallography
Q41038	Q9SY97	2o01	MI:0114  x-ray crystallography
Q41385	Q84U30	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
Q41385	Q84U30	2O01	MI:0114  x-ray crystallography
Q41385	Q9S831	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
Q41385	Q9SQL2	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
Q41385	Q9SY97	2o01	MI:0114  x-ray crystallography
Q50LE9	Q50LF2	1vrq,1x31,3ad7,3ad8,3ad9,3ada	MI:0114  x-ray crystallography
Q50LF2	Q50LE9	1VRQ,1X31	MI:0114  x-ray crystallography
Q51918	P13664	1YNT	MI:0114  x-ray crystallography
Q53IP9	Q6KC56	3l6w	MI:0114  x-ray crystallography
Q54181	Q9JPT2	1uwx	MI:0114  x-ray crystallography
Q55781	P07591	2PUK	MI:0114  x-ray crystallography
Q56218	Q56221	2fug,2ybb,3i9v,3iam,3ias,3m9s	MI:0114  x-ray crystallography
Q56218	Q56222	2fug,2ybb,3i9v,3iam,3ias,3m9s	MI:0114  x-ray crystallography
Q56218	Q56223	2fug,2ybb,3i9v,3iam,3ias,3m9s	MI:0114  x-ray crystallography
Q56218	Q5SKZ7	2fug,2ybb,3i9v,3iam,3ias,3m9s	MI:0114  x-ray crystallography
Q56218	Q5SKZ7	2FUG	MI:0114  x-ray crystallography
Q56219	Q56221	2fug,2ybb,3i9v,3iam,3ias,3m9s	MI:0114  x-ray crystallography
Q56219	Q56222	2fug,2ybb,3i9v,3iam,3ias,3m9s	MI:0114  x-ray crystallography
Q56219	Q5SKZ7	2fug,2ybb,3i9v,3iam,3ias,3m9s	MI:0114  x-ray crystallography
Q56219	Q5SKZ7	2FUG	MI:0114  x-ray crystallography
Q56220	Q56221	2fug,2ybb,3i9v,3iam,3ias,3m9s	MI:0114  x-ray crystallography
Q56220	Q56222	2fug,2ybb,3i9v,3iam,3ias,3m9s	MI:0114  x-ray crystallography
Q56221	Q56218	2FUG	MI:0114  x-ray crystallography
Q56221	Q56219	2FUG	MI:0114  x-ray crystallography
Q56221	Q56220	2FUG	MI:0114  x-ray crystallography
Q56221	Q56224	2fug,2ybb,3i9v,3iam,3ias,3m9s	MI:0114  x-ray crystallography
Q56221	Q56224	2FUG	MI:0114  x-ray crystallography
Q56222	Q56218	2FUG	MI:0114  x-ray crystallography
Q56222	Q56219	2FUG	MI:0114  x-ray crystallography
Q56222	Q56220	2FUG	MI:0114  x-ray crystallography
Q56222	Q56224	2fug,2ybb,3i9v,3iam,3ias,3m9s	MI:0114  x-ray crystallography
Q56222	Q56224	2FUG	MI:0114  x-ray crystallography
Q56223	Q56218	2FUG	MI:0114  x-ray crystallography
Q56310	Q7DFA3	3ur1	MI:0114  x-ray crystallography
Q569B4	P0A333	2H8P,2HG5	MI:0114  x-ray crystallography
Q58CQ2	Q3T035	2P9N,1K8K,2P9U,1U2V,2P9P,1TYQ,2P9S,2P9L,2P9I,2P9K	MI:0114  x-ray crystallography
Q58DU5	P33672	1IRU	MI:0114  x-ray crystallography
Q58DU5	Q2TBP0	1IRU	MI:0114  x-ray crystallography
Q58DU5	Q32KL2	1IRU	MI:0114  x-ray crystallography
Q58DU5	Q5E9K0	1iru	MI:0114  x-ray crystallography
Q58DU5	Q5E9K0	1IRU	MI:0114  x-ray crystallography
Q5E987	P33672	1IRU	MI:0114  x-ray crystallography
Q5E987	Q2TBP0	1IRU	MI:0114  x-ray crystallography
Q5E987	Q3MHN0	1IRU	MI:0114  x-ray crystallography
Q5E987	Q5E9K0	1iru	MI:0114  x-ray crystallography
Q5E987	Q5E9K0	1IRU	MI:0114  x-ray crystallography
Q5GIG0	Q5GIG3	1g2c	MI:0114  x-ray crystallography
Q5GIG0	Q5GIG4	1g2c	MI:0114  x-ray crystallography
Q5GIG3	Q5GIG4	1g2c	MI:0114  x-ray crystallography
Q5HF73	Q6GG06	2f9i	MI:0114  x-ray crystallography
Q5N0E8	Q7X386	2xko	MI:0114  x-ray crystallography
Q5P5I0	Q5P5I2	2ivf	MI:0114  x-ray crystallography
Q5P5I0	Q5P5I2	2IVF	MI:0114  x-ray crystallography
Q5QGG3	Q6V7J5	3rwc,3rwd,3rwf,3rwg	MI:0114  x-ray crystallography
Q5QGH9	Q6V7J5	3rwe,3rwh	MI:0114  x-ray crystallography
Q5QM99	Q69UI1	1YSH	MI:0040 Electron cryomicroscopy
Q5R1D3	P01887	1KJ2	MI:0114  x-ray crystallography
Q5R1F1	P01887	1NAM,1FO0,2OL3	MI:0114  x-ray crystallography
Q5RAQ7	Q6YDN7	3hym	MI:0114  x-ray crystallography
Q5RAQ7	Q7Z651	3hym	MI:0114  x-ray crystallography
Q5RAQ7	Q8NHZ8	3hym	MI:0114  x-ray crystallography
Q5RCA7	Q7Z6B0	1om9	MI:0114  x-ray crystallography
Q5RIG3	Q61026	2qr9,2qse,2qxm	MI:0114  x-ray crystallography
Q5RIG3	Q9TV98	2qxm	MI:0114  x-ray crystallography
Q5RKV6	Q9NPD3	2nn6	MI:0114  x-ray crystallography
Q5RKV6	Q9NQT4	2nn6	MI:0114  x-ray crystallography
Q5SH67	Q5SLI2	2yev	MI:0114  x-ray crystallography
Q5SHR6	Q5SKW1	1zyr,2a68,2a69,2a6e,2a6h,2cw0,3dxj,4g7h,4g7o,4g7z	MI:0114  x-ray crystallography
Q5SJ76	Q5SLQ0	1HR0,2V48,1IBK,2B64,1XMQ,1IBL,2WDK,2UUC,2WDG,1XNR,1HNZ,2WDH,2J02,1JGQ,2J00,2B9O,1HNX,1I94,1I96,2UU9,2WH3,2UUB,1IBM,2UXB,2HGR,1G1X,2V46,2UUA,1I95,1PNX,3FIC,2ZM6,2HGP,1XNQ,1GIX,2WH1,1JGO,1JGP,1N32,2HGI,1N34,1N33,2UXD,2OW8,1FKA,1YL4,2WDM,2UXC,1FJG,1N36,1XMO,1I97,1HNW,1L1U	MI:0114  x-ray crystallography
Q5SKW1	Q72I32	3dxj	MI:0114  x-ray crystallography
Q5SKW1	Q8RQE7	1zyr,2a68,2a69,2a6e,2a6h,2be5,2cw0,3dxj,3eql,4g7h,4g7o,4g7z	MI:0114  x-ray crystallography
Q5SKW1	Q9Z9H6	2be5,3eql	MI:0114  x-ray crystallography
Q5XLD9	P61010	2GO5	MI:0040 Electron cryomicroscopy
Q5XLD9	Q5RBR1	2GO5	MI:0040 Electron cryomicroscopy
Q5Y189	Q6TPE9	2ozk	MI:0114  x-ray crystallography
Q5Y7E9	A2NTY6	2ICW	MI:0114  x-ray crystallography
Q5Y7E9	P01552	1SEB	MI:0114  x-ray crystallography
Q5Y7E9	P01738	2ICW	MI:0114  x-ray crystallography
Q5Y7E9	P0A0L2	1LO5	MI:0114  x-ray crystallography
Q5ZIS0	Q9YHT1	1yq3,1yq4,2fbw,2h88,2h89,2wqy	MI:0114  x-ray crystallography
Q60692	Q9R1P0	3unb,3une	MI:0114  x-ray crystallography
Q60692	Q9R1P1	3unb,3une	MI:0114  x-ray crystallography
Q60692	Q9R1P3	3unb,3une	MI:0114  x-ray crystallography
Q60692	Q9Z2U0	3unb,3une	MI:0114  x-ray crystallography
Q60692	Q9Z2U1	3unb,3une	MI:0114  x-ray crystallography
Q61026	Q8BN74	2q6j,2qgt	MI:0114  x-ray crystallography
Q61198	P01012	1P1Z	MI:0114  x-ray crystallography
Q64329	P01012	1P4L	MI:0114  x-ray crystallography
Q69DB9	Q9Y294	3aad	MI:0114  x-ray crystallography
Q6G8J7	Q9NZD4	3ovu	MI:0114  x-ray crystallography
Q6G9Q9	Q99UG9	1kq1,1kq2	MI:0114  x-ray crystallography
Q6IV62	Q6IV65	3n1x,3n1y,3n1z,3n20,3rn9,3rna,3rnb,3rnc,3rne,3rnf,3rng	MI:0114  x-ray crystallography
Q6NXU4	O60814	2CV5	MI:0114  x-ray crystallography
Q6PMU9	Q84771	1fod	MI:0114  x-ray crystallography
Q6Q8Q6	Q6Q8Q7	3dhg	MI:0114  x-ray crystallography
Q6S3H8	Q6S3H9	2BG9	MI:0040 Electron cryomicroscopy
Q6S3I0	Q6S3H9	2BG9	MI:0040 Electron cryomicroscopy
Q6V7J5	Q89490	3rwi	MI:0114  x-ray crystallography
Q6V7J5	Q9WH73	3jtt	MI:0114  x-ray crystallography
Q6VAC1	Q9UBK2	3d24	MI:0114  x-ray crystallography
Q6YDN7	Q8NHZ8	3hym	MI:0114  x-ray crystallography
Q71CG2	Q71CG3	2qe7	MI:0114  x-ray crystallography
Q71CG2	Q71CG4	2qe7	MI:0114  x-ray crystallography
Q71CG2	Q71CG5	2qe7	MI:0114  x-ray crystallography
Q71CG3	Q71CG2	2QE7	MI:0114  x-ray crystallography
Q71CG3	Q71CG4	2qe7	MI:0114  x-ray crystallography
Q71CG3	Q71CG4	2QE7	MI:0114  x-ray crystallography
Q71CG4	Q71CG5	2qe7	MI:0114  x-ray crystallography
Q71CG5	Q71CG2	2QE7	MI:0114  x-ray crystallography
Q71LY2	Q7T7N6	1z7s	MI:0114  x-ray crystallography
Q71LY2	Q8QWG1	1z7s	MI:0114  x-ray crystallography
Q71T67	Q79A04	3hs2	MI:0114  x-ray crystallography
Q72AS3	Q72AS4	2wpn	MI:0114  x-ray crystallography
Q72I32	Q8RQE7	3dxj	MI:0114  x-ray crystallography
Q72I32	Q8RQE8	3dxj	MI:0114  x-ray crystallography
Q79ZY6	Q99R90	1xpk	MI:0114  x-ray crystallography
Q7AK38	Q9FBI2	1r4q	MI:0114  x-ray crystallography
Q7M413	Q7M419	2d2m,2d2n,2zfo,2zs0,2zs1	MI:0114  x-ray crystallography
Q7M419	Q7M413	2ZS1,2ZS0,2D2N,2D2M,2ZFO	MI:0114  x-ray crystallography
Q7T7N6	Q8QWG1	1z7s	MI:0114  x-ray crystallography
Q7Y3F1	Q7Y3F3	4f88	MI:0114  x-ray crystallography
Q807P2	Q9JAD8	2fyz	MI:0114  x-ray crystallography
Q80SI7	Q8K1F2	1rvf	MI:0114  x-ray crystallography
Q80SI7	Q8V5K2	1rvf	MI:0114  x-ray crystallography
Q84868	Q8QXN9	2plv	MI:0114  x-ray crystallography
Q84868	Q9IZE6	2plv,3epc	MI:0114  x-ray crystallography
Q84AQ1	Q84AQ3	2inn,2inp	MI:0114  x-ray crystallography
Q84AQ1	Q84AQ3	2INP,2INN	MI:0114  x-ray crystallography
Q84U30	Q9S831	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
Q84U30	Q9SQL2	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
Q84U30	Q9SY97	2o01	MI:0114  x-ray crystallography
Q88487	Q88496	1tme	MI:0114  x-ray crystallography
Q8C7W7	Q9H816	3bua	MI:0114  x-ray crystallography
Q8CM25	Q8DHJ2	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8CM25	Q8DHJ2	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8CM25	Q8DJI1	3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8CM25	Q8DJZ6	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8CM25	Q8DJZ6	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8CM25	Q9F1K9	1izl,1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8CM25	Q9F1K9	3BZ2,3BZ1,1IZL,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DGB4	P0A403	1JB0	MI:0114  x-ray crystallography
Q8DGB4	Q8DKP6	1jb0,3pcq,4fe1	MI:0114  x-ray crystallography
Q8DGB4	Q8DKP6	1JB0	MI:0114  x-ray crystallography
Q8DHA7	P0A386	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DHA7	P0A431	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DHA7	Q8DHJ2	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DHA7	Q8DHJ2	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DHA7	Q8DIF8	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DHA7	Q8DIN9	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DHA7	Q8DIP0	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DHA7	Q8DJ43	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DHA7	Q8DJI1	3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DHA7	Q8DJZ6	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DHA7	Q9F1K9	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DHA7	Q9F1L5	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DHA7	Q9F1L5	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DHA7	Q9F1R6	1s5l,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DHA7	Q9F1R6	3BZ2,3BZ1,1S5L	MI:0114  x-ray crystallography
Q8DHJ2	Q8DIN8	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DHJ2	Q8DIN9	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DHJ2	Q8DIP0	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DHJ2	Q8DIQ0	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DHJ2	Q8DIQ1	1s5l,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DHJ2	Q8DJ43	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DHJ2	Q8DJZ6	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DHJ2	Q9F1L5	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DHJ2	Q9F1M3	2axt	MI:0114  x-ray crystallography
Q8DHJ2	Q9F1R6	1s5l,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIF8	Q8DHA7	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIF8	Q8DIN8	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIF8	Q8DIN8	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIF8	Q8DIN9	3BZ2,3BZ1,2AXT,1S5L,1W5C	MI:0114  x-ray crystallography
Q8DIF8	Q8DIP0	1s5l,1w5c,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIF8	Q8DIP0	3BZ2,3BZ1,2AXT,1S5L,1W5C	MI:0114  x-ray crystallography
Q8DIF8	Q8DIQ0	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIF8	Q8DIQ1	1s5l,1w5c,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIF8	Q8DJ43	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIF8	Q8DJ43	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIF8	Q9F1R6	1s5l,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIF8	Q9F1R6	3BZ2,3BZ1,1S5L	MI:0114  x-ray crystallography
Q8DIN8	P0A386	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIN8	P0A431	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIN8	Q8DHJ2	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIN8	Q8DIN9	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIN8	Q8DIP0	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIN8	Q8DJ43	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIN8	Q8DJI1	3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIN8	Q8DJZ6	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIN8	Q9F1K9	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIN8	Q9F1L5	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIN8	Q9F1L5	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIN8	Q9F1R6	1s5l,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIN8	Q9F1R6	3BZ2,3BZ1,1S5L	MI:0114  x-ray crystallography
Q8DIN9	P0A386	3BZ2,3BZ1,2AXT,1S5L,1W5C	MI:0114  x-ray crystallography
Q8DIN9	P0A431	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIN9	Q8DHA7	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIN9	Q8DHJ2	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIN9	Q8DIN8	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIN9	Q8DIQ0	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIN9	Q8DIQ0	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIN9	Q8DIQ1	1izl,1s5l,1w5c,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIN9	Q8DJ43	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIN9	Q8DJ43	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIN9	Q8DJI1	3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIN9	Q8DJZ6	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIN9	Q8DJZ6	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIN9	Q9F1K9	1izl,1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIN9	Q9F1K9	3BZ2,3BZ1,1IZL,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIN9	Q9F1L5	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIN9	Q9F1L5	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIN9	Q9F1M3	1w5c,2axt	MI:0114  x-ray crystallography
Q8DIP0	P0A431	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIP0	Q8DHA7	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIP0	Q8DHJ2	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIP0	Q8DIN8	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIP0	Q8DIQ0	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIP0	Q8DIQ0	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIP0	Q8DJI1	3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIP0	Q8DJZ6	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIP0	Q8DJZ6	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIP0	Q9F1K9	1izl,1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIP0	Q9F1K9	3BZ2,3BZ1,1IZL,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIP0	Q9F1L5	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIP0	Q9F1L5	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIP0	Q9F1R6	1s5l,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIP0	Q9F1R6	3BZ2,3BZ1,1S5L	MI:0114  x-ray crystallography
Q8DIQ0	P0A386	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIQ0	Q8DHJ2	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIQ0	Q8DJ43	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIQ0	Q8DJI1	3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIQ0	Q8DJZ6	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIQ0	Q9F1K9	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIQ0	Q9F1L5	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIQ0	Q9F1L5	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DIQ0	Q9F1R6	1s5l,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIQ0	Q9F1R6	3BZ2,3BZ1,1S5L	MI:0114  x-ray crystallography
Q8DIQ1	Q8DIN9	3BZ2,3BZ1,1IZL	MI:0114  x-ray crystallography
Q8DIQ1	Q8DIP0	3BZ2,3BZ1,1IZL	MI:0114  x-ray crystallography
Q8DIQ1	Q8DJI1	3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIQ1	Q8DJZ6	1s5l,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIQ1	Q9F1K9	1izl,1s5l,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DIQ1	Q9F1K9	3BZ2,3BZ1,1IZL	MI:0114  x-ray crystallography
Q8DIQ1	Q9F1R6	1s5l,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DJ43	P0A386	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DJ43	P0A431	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DJ43	P59087	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DJ43	Q8DHA7	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DJ43	Q8DHJ2	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DJ43	Q8DIN8	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DJ43	Q8DIQ0	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DJ43	Q8DJI1	3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DJ43	Q8DJZ6	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DJ43	Q8DJZ6	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DJ43	Q9F1K9	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DJ43	Q9F1K9	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DJ43	Q9F1L5	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DJ43	Q9F1L5	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DJI1	Q8DJZ6	3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DJI1	Q9F1L5	3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DJI1	Q9F1R6	3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DJZ6	P0A386	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DJZ6	P0A431	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DJZ6	P59087	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DJZ6	Q8DHA7	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DJZ6	Q8DHJ2	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DJZ6	Q8DIN8	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DJZ6	Q8DIQ0	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DJZ6	Q9F1K9	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DJZ6	Q9F1K9	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DJZ6	Q9F1L5	1s5l,2axt,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DJZ6	Q9F1L5	3BZ2,3BZ1,2AXT,1S5L	MI:0114  x-ray crystallography
Q8DJZ6	Q9F1M3	2axt	MI:0114  x-ray crystallography
Q8DJZ6	Q9F1R6	1s5l,3kzi,3prq,3prr,4fby	MI:0114  x-ray crystallography
Q8DJZ6	Q9F1R6	3BZ2,3BZ1,1S5L	MI:0114  x-ray crystallography
Q8IFK4	P80592	1YHU	MI:0114  x-ray crystallography
Q8IXK3	P63041	1KIL	MI:0114  x-ray crystallography
Q8K1F2	Q8V5K2	1rvf	MI:0114  x-ray crystallography
Q8L805	P09132	2J37	MI:0040 Electron cryomicroscopy
Q8L805	P61010	2J37,2GO5	MI:0040 Electron cryomicroscopy
Q8L805	Q1WHN3	2J37	MI:0040 Electron cryomicroscopy
Q8L805	Q5RBR1	2GO5	MI:0040 Electron cryomicroscopy
Q8L805	Q5XLD9	2GO5	MI:0040 Electron cryomicroscopy
Q8N4S8	Q9UBK2	3d24	MI:0114  x-ray crystallography
Q8N8S7	Q9Y615	2xqn	MI:0114  x-ray crystallography
Q8QXN9	Q9IZE6	2plv	MI:0114  x-ray crystallography
Q8RQE7	Q9WX78	1iw7,1smy	MI:0114  x-ray crystallography
Q8RQE7	Q9Z9H6	1iw7,1smy,2be5,2ppb,3aoi,3eql	MI:0114  x-ray crystallography
Q8U029	Q8U160	2HVY	MI:0114  x-ray crystallography
Q8U029	Q8U1R4	2ey4,2hvy,2rfk,3hay,3mqk	MI:0114  x-ray crystallography
Q8U029	Q8U1R4	2HVY,2RFK,2EY4	MI:0114  x-ray crystallography
Q8VGC3	Q6PKM7	1T0J	MI:0114  x-ray crystallography
Q8WUW1	Q9Y2A7	3p8c	MI:0114  x-ray crystallography
Q8YVQ2	Q93SX1	2zt9	MI:0114  x-ray crystallography
